($million),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period,ABN,Institution Name, Cash and deposits with financial institutions , Trading securities , Investment securities , Net acceptances of customers , Total residents assets , Total securitised assets on balance sheet , Loans to non-financial businesses , Loans to financial institutions , Loans to general government , Loans to households: Housing: Owner-occupied , Loans to households: Housing: Investment , Loans to households: Credit cards , Loans to households: Other , Loans to community service organisations , Total residents loans and finance leases , Intra-group loans and finance leases , Acceptances , Intra-group deposits , Negotiable Certificates of Deposit , Total short-term borrowings , Total long-term borrowings , Deposits by non-financial businesses , Deposits by financial institutions , Deposits by general government , Deposits by households , Deposits by community service organisations , Total residents deposits ,,
31/03/2019,17061700712,Credit Suisse AG,88,787,0,0,"6,558",0,"2,760","1,198",0,294,117,0,712,10,"5,091",148,0,98,40,"5,049","3,009","1,924",333,0,329,0,"2,586",,
31/03/2019,44087650959,Credit Union Australia Ltd,345,0,"1,884",0,"17,623","3,990",107,0,0,"10,232","2,510",35,443,0,"13,327",,0,,,695,925,491,936,237,"9,050",2,"10,716",,
31/03/2019,36087651232,Credit Union SA Ltd,36,0,139,0,"1,166",91,6,0,0,774,166,12,27,0,985,,0,,,0,0,63,75,0,893,16,"1,046",,
31/03/2019,95087822455,Cuscal Limited,"1,016",0,"1,058",0,"2,185",0,0,3,0,0,0,0,0,0,3,,0,,,103,0,72,"1,406",1,0,0,"1,479",,
31/03/2019,46601105373,DBS Bank Ltd,186,0,"1,292",0,"6,097",0,"4,198",100,0,0,0,0,0,0,"4,298",0,0,0,"3,084","3,291",900,37,271,0,0,0,308,,
31/03/2019,57087651385,Defence Bank Limited,71,0,256,0,"2,432",0,0,0,0,"1,737",216,12,124,0,"2,089",0,0,0,193,193,213,232,203,1,"1,347",41,"1,824",,
31/03/2019,13064165162,Deutsche Bank Aktiengesellschaft,200,722,"3,490",0,"12,907",0,"1,018","1,144",0,0,0,0,0,0,"2,162","1,739",0,903,517,517,562,15,229,0,0,0,244,,
31/03/2019,60606234879,"E.SUN Commercial Bank, Ltd.",1,0,425,0,"1,131",0,602,95,0,0,0,0,0,0,697,0,0,0,138,227,0,61,0,0,20,0,81,,
31/03/2019,35087650039,EECU Limited,12,0,47,0,339,2,3,0,0,184,84,1,5,0,278,,0,,,0,3,63,13,12,228,0,315,,
31/03/2019,43087650011,Endeavour Mutual Bank Ltd,63,0,81,0,628,0,1,0,0,317,134,3,19,0,474,0,0,0,0,0,0,18,20,0,494,6,538,,
31/03/2019,15126292608,First Commercial Bank,11,0,196,0,"1,480",0,"1,246",28,0,0,0,0,0,0,"1,274",0,0,0,369,711,0,52,0,0,1,0,53,,
31/03/2019,95087650735,First Option Bank Ltd,27,0,20,0,218,0,4,0,0,122,37,2,6,0,170,,0,,,0,0,27,0,0,174,0,201,,
31/03/2019,72087650637,G&C Mutual Bank Limited,118,0,276,0,"1,276",133,65,0,0,419,197,6,58,0,744,0,0,0,149,149,0,46,166,20,617,17,866,,
31/03/2019,47087650093,Gateway Bank Ltd,35,0,140,0,"1,112",0,1,0,0,621,191,0,113,0,926,0,0,0,0,168,0,34,122,0,662,7,825,,
31/03/2019,63087651849,Goldfields Money Limited,47,0,25,0,334,0,19,14,0,101,57,0,2,0,192,,0,,,0,0,128,11,0,94,0,233,,
31/03/2019,87087651509,Goulburn Murray Credit Union Co-operative Limited,33,0,65,0,388,0,26,2,0,201,47,0,5,2,284,,0,,,0,0,31,12,4,278,14,339,,
31/03/2019,88087651956,Greater Bank Limited,46,0,"1,310",0,"7,752","1,101",100,0,0,"4,142","1,205",27,135,0,"5,609",0,0,3,521,384,135,427,338,29,"4,652",75,"5,521",,
31/03/2019,32087652024,Heritage Bank Limited,145,0,"1,160",0,"10,768","1,804",217,38,0,"5,230","1,688",81,133,0,"7,386",901,0,0,358,377,450,"1,501",212,20,"5,300",76,"7,110",,
31/03/2019,64087650164,Holiday Coast Credit Union Ltd,80.2,0,65.4,0,625.4,48.9,32.2,0,0,348.3,69.7,2.2,22,0,474.3,,0,,,0,0.2,53,16.3,0,481,20.1,570.4,,
31/03/2019,66087650173,Horizon Credit Union Ltd,11.2,0,48.3,0,365.9,0,10.8,0,0,219.4,58.7,2.2,10.8,0.3,302.2,,0,,,0.7,0,36.7,0,0,291,8.9,336.6,,
31/03/2019,48006434162,HSBC Bank Australia Limited,1728.7,0,10847,13.7,41908.6,7303.8,3890.2,111.9,0,11853.5,5531.7,839.7,71.4,0,22298.3,500,13.7,80.6,135.2,141.7,293.7,8363,3267.7,0,11649,167.7,23447.4,,
31/03/2019,54138221637,"Hua Nan Commercial Bank, Ltd.",20.7,0,164,0,706,0,426.7,90.9,0,0,0,0,0,0,517.6,0,0,0,49.7,123.3,0,2.9,0,0,0,0,2.9,,
31/03/2019,85051868556,Hume Bank Limited,113.3,0,190.5,0,1191.3,0,64.4,5.3,3,575.4,196.9,7.1,19.6,0.5,872.2,0,0,0,0,0,0,146.9,67.4,12.1,800.4,67.8,1094.7,,
31/03/2019,68087650182,Hunter United Employees' Credit Union Limited,14.1,0,43.6,0,336.8,0,0.2,0,0,221.7,41.3,2.4,7.4,0,273.1,,0,,,0,0,17.2,39.4,5.5,242,5,309.2,,
31/03/2019,14087650771,Illawarra Credit Union Limited,66.4,0,73.3,0,655,0,10.1,0.5,0,369.8,117,0,6.8,0,504.3,,0,,,0,0.1,66,35.6,4.3,497.2,0.2,603.3,,
31/03/2019,92087651974,IMB Ltd,256.2,0,862.1,0,6531,857.3,157,19.5,0,3262.9,994.6,0,371.8,0.5,4806.2,0.6,0,4,298.8,297.5,70,363,845.5,254.2,3267.6,138.4,4868.7,,
31/03/2019,97087822464,Indue Ltd,148.1,0,41,0,426.3,0,0.8,0.1,0,0,0,0,0,0,0.9,,0,,,21.3,0,87.6,229,0,0,21.1,337.6,,
31/03/2019,57086866506,Industrial and Commercial Bank of China Limited,201.1,1308.2,2287.7,0,20259.6,0,6868,245.9,0,0,0,0,0,0,7113.9,0,0,0,214.6,8883.6,3568.3,1966.5,0.2,0,3.2,0,1969.9,,
31/03/2019,24000893292,ING Bank (Australia) Limited,646.7,0,4551.4,0,76593,13080,9410.3,738.7,0,39531.8,9529.2,33.4,114.9,0,59358.3,3818.6,0,10208.9,926.8,454.5,1453,3997.4,5843.1,763.6,34540.2,343.8,45488.1,,
31/03/2019,32080178196,ING Bank N.V.,0.4,0,460.8,0,9676.3,0,0,0,0,0,0,0,0,0,0,8940.4,0,651.6,2553.7,2186.1,478.8,0,0,0,0,0,0,,
31/03/2019,43074112011,"JPMorgan Chase Bank, National Association",1750.8,0,3072.1,6.3,17237.8,0,2631,1361.6,0,0,0,0,0,0,3992.6,675.5,6.3,1649.5,0,0,0,1628.6,7614.7,0,0,0,9243.3,,
31/03/2019,96164085563,KEB HANA Bank,11.8,0,101.2,0,658,0,572,0,0,9.6,7.1,0,0.5,0.7,589.9,0,0,0,202.8,202.8,0,95.7,50.3,0,1.5,6,153.5,,
31/03/2019,25044678441,Lutheran Laypeople's League of Australia Limited,787.8,0,264.6,0,1355.5,0,285.8,0,0,0,0,0,0,0,285.8,0,0,0,0,0,0,435.5,46.4,0,549.6,166.1,1197.6,,
31/03/2019,83087650244,Macarthur Credit Union Ltd,60.2,0,0.6,0,244.4,0,0,0,0,144.9,26.6,0,8.7,0,180.1,,0,,,0,0.1,38.6,0,0,179.1,0,217.7,,
31/03/2019,46008583542,Macquarie Bank Limited,3625.7,7616.4,5066,0,124318.8,25813.4,8763.7,2478.5,45.7,20200.5,15948.4,606.8,2287.9,15,50346.5,19903.2,0,14251.7,851.3,7235.7,22074.7,21184.3,28866.9,38.7,9923.6,489.8,60503.1,,
31/03/2019,94087651983,Maitland Mutual Building Society Limited,23.7,0,119.1,0,719.8,0,85.2,0,0,343.9,137.2,1.3,3.2,1,571.8,,0,,,0,2.8,158.4,78.3,32.8,349.9,43.7,663.1,,
31/03/2019,27079372688,"Mega International Commercial Bank Co., Ltd.",50.3,162.5,346.2,0,2723.4,0,2140.4,58.4,0,9.5,9.6,0,1.9,0,2219.8,0,0,0,643.8,723.8,0,193.4,5.5,0,30.8,0.1,229.8,,
31/03/2019,83087651054,Members Banking Group Limited,45.7,0,198.6,0,2590.7,605.1,7.7,0,0,1379.1,268.1,0,46.3,0,1701.2,11.5,0,17.3,158.7,159.6,95,56.1,75.5,0,1381.5,2.1,1515.2,,
31/03/2019,56070887679,Members Equity Bank Limited,260.8,0,2796.9,0,24642.1,1897.4,0,0,0,14077.3,4999.3,163.8,146.9,0,19387.4,66.9,0,0,2014.4,2014.4,1400,3678.7,5042.3,1554,8596.4,644.9,19516.3,,
31/03/2019,83099031106,"Mizuho Bank, Ltd.",502.5,0,1651.5,0,15934.5,0,9811.5,3312,0,0,0,0,0,0,13123.5,428,0,99.1,6445.8,8962.3,2100,3197.2,622.5,0,0,0,3819.7,,
31/03/2019,75103418882,"MUFG Bank, Ltd.",283,0,3388.7,120.2,29109.9,0,16793.2,5850,86.3,0,0,0,0.2,0,22729.7,0,120.2,63.5,12314,10516.5,5993.7,9377,3960.6,0,0,0,13337.6,,
31/03/2019,54087651750,MyLifeMyFinance Limited,5.1,38.4,0,0,122.1,0,0.6,0,0,63.4,9.1,0,1.7,0,74.7,,0,,,0,0,5.9,12.8,1,84.1,0,103.9,,
31/03/2019,89067729195,MyState Bank Limited,89.7,0,409.3,0,4235.8,451.4,71.5,69,0,2670.6,625.7,0,121,0,3557.9,0,0,0,0,0,35,373.6,504.5,0,2997.7,0,3875.7,,
31/03/2019,12004044937,National Australia Bank Limited,6413.7,52207.4,31634,0,711303.9,104542.7,170326.1,17771.3,2012.4,146352,115696,5340.3,18697.4,2096.2,478291.8,32537.8,0,6192.5,33316,57306.2,125551,107690.9,81468,10518.8,130339.5,12480.2,342497.4,,
31/03/2019,96087651992,Newcastle Permanent Building Society Limited,185.1,0,1358.3,0,12167.9,1490.1,95.7,0,0,6361.2,2072.7,32.8,580.2,0.8,9143.3,,0,,,327.2,875.5,606.7,641.9,135.3,6943.3,80.5,8407.7,,
31/03/2019,36087650422,Northern Inland Credit Union Limited,25.5,0,26.7,0,299.9,0,12.7,0,0,179.2,38.1,1.7,10.9,0.1,242.7,,0,,,0.1,0,42.7,1,0,215.6,1.6,260.8,,
31/03/2019,34087650477,Orange Credit Union Limited,63.1,0,13.5,0,211.2,0,1.5,0,0,99.4,20,0,11.9,0,132.7,,0,,,0,0.1,7.8,1.9,2,166.3,4.3,182.3,,
31/03/2019,94073598035,Oversea-Chinese Banking Corporation Limited,18,0,2960.6,0,10191.4,0,7085.9,0,0,0,0,0,0,0,7085.9,0,0,0,4681.4,4754.2,2299,119.2,45,0,0.1,0,164.3,,
31/03/2019,93111195389,PayPal Australia Pty Limited,1035.3,0,0,0,1282.3,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,338.7,13.6,0.6,205,21.7,579.6,,
31/03/2019,69087651876,Police & Nurses Limited,74.1,0,429.3,0,5048.2,1249.2,46.4,0,0,2620.2,881.8,34.6,37.7,0,3620.5,31.8,0,1250.3,387.7,387.6,0,196.2,318.2,57.3,2452.8,45.1,3069.7,,
31/03/2019,95087650799,Police Bank Ltd,138.2,0,183.7,0,1989.9,0,1,0,0,1257.1,221.4,22,114.6,0.1,1616.2,0,0,0,0,84.6,20,126.4,0,0,1499,25.8,1651.2,,
31/03/2019,30087651205,Police Credit Union Limited,34.1,0,137.8,0,1130.5,0,97.6,0,0,574.6,206.6,5.3,62.6,0,946.6,,0,,,7.7,0,165.9,0,0,861.5,0,1027.4,,
31/03/2019,33087651661,Police Financial Services Limited,52.7,0,373.6,0,2039.5,212.4,0.2,3.8,0,1254.4,292.2,16,37,0,1603.6,0,0,0,0,19.3,0,14.3,159.2,33,1593.5,2.2,1802.1,,
31/03/2019,79087651036,QPCU Limited,37.4,0,98.5,0,953.7,96.4,0.7,0,0,507.2,152.2,9.5,29.6,0,699.2,0,0,0,107.7,107.7,40,103.2,41.1,26.5,444.2,0,615,,
31/03/2019,53087650557,Qudos Mutual Ltd,120.4,0,640.6,0,4509.1,0,0,0,0,2173.3,897.3,25.3,30,0,3126,0,0,0,89.2,144.3,0,349.6,301,0,2759.9,3.6,3414,,
31/03/2019,77087651027,Queensland Country Credit Union Limited,110.2,0,204,0,2351.6,214.8,61.9,0.3,0,1241.2,370.8,15.1,112.4,1.7,1803.4,,0,,,0.8,0,315.5,162.7,55.8,1364.9,55.5,1954.5,,
31/03/2019,50001621129,Rabobank Australia Limited,316.2,0,1637.5,0,17318.6,0,14933.9,50.8,0,139.4,207.4,0,1.7,0.3,15333.5,0,0,2786.9,0,0,0,3342.5,3893.4,256.1,4291.4,148.3,11931.7,,
31/03/2019,91087651090,Railways Credit Union Limited,37.8,0,115.9,0,658.7,0,0.5,0.4,0,358.9,97.8,0,41.3,0,499,,0,,,0.1,0,7.4,32.6,2.3,539.8,7.3,589.3,,
31/03/2019,21087650360,Regional Australia Bank Ltd,75.9,0,157.8,0,1502.2,121.6,127.6,0,0,832.7,190.5,5.6,76,0,1232.3,0,0,0,0,0,0,318.5,49.9,8.1,962.7,13.8,1353.1,,
31/03/2019,86076940880,Royal Bank of Canada,47.3,1757.9,1819.5,0,9386.9,0,2727.4,1312.9,0,0,0,0,0,0,4040.3,5.6,0,0,4310.7,4810.7,3645,312.8,616.2,0,0,0,929.1,,
31/03/2019,74083938416,Rural Bank Limited,42.4,0,561.1,0,4998.3,0,4279.6,0,0,0,0.1,0,3.8,0,4283.4,8.9,0,0,553.3,552.4,10,1448.5,195.9,311,1362.4,74.6,3392.4,,
31/03/2019,95607620440,"Shinhan Bank Co., Ltd",58.6,0,49.7,0,496,0,357.8,28.3,0,0,0,0,0,0,386,0,0,0,50.4,50.4,0,10.1,0,0,0,0,10.1,,
31/03/2019,82087650682,Southern Cross Credit Union Ltd,8,0,72.3,0,567.1,0,51.8,0,0,305,118.6,0,10.7,0,486.2,,0,,,0,0,56.6,45.8,0,390.6,14.7,507.7,,
31/03/2019,35845772731,Standard Chartered Bank,197.9,0,0,0,741.5,0,333.8,187.3,0,0,0,0,0,0,521.1,0,0,0,0,0,0,0,0,0,0,0,0,,
31/03/2019,95082610008,State Bank of India,25,0,43.6,0,2168.5,0,1324,0,0,0,0,0,0,0,1324,0,0,0,0,348.1,540,92.4,16.3,0,12.7,0,121.4,,
31/03/2019,70062819630,State Street Bank and Trust Company,245.7,0,3314.5,0,5343.8,0,0,643.7,0,0,0,0,0,0,643.7,0,0,511.1,0,0.1,0,0,6885.2,1.1,0,0,6886.3,,
31/03/2019,98114053459,Sumitomo Mitsui Banking Corporation,46.8,0,3045.3,0,22952,0,14627.5,3999.1,0,0,0,0,0,0,18626.6,352.5,0,0.1,6517.3,11213.4,2420.1,3273.3,3805.1,0,0,0,7078.4,,
31/03/2019,23087650806,Summerland Financial Services Limited,35.6,0,88.3,0,732.4,0,39.6,0,0,394.6,136.4,2,20.5,0,593.1,,0,,,33.4,4,81.8,26.6,1.2,489.2,19.7,618.6,,
31/03/2019,66010831722,Suncorp-Metway Limited,554.1,1178.6,3889,0,72268.8,10501.1,11964.8,98.4,0,30752.3,12349.9,2.7,3194.4,2.4,58364.9,596.1,0,506,4698.2,7000.7,10522.8,6251.9,6450.1,2877.4,21896.6,509,37985.1,,
31/03/2019,93087650726,Sydney Credit Union Ltd,64.2,0,114.4,0,911.6,0,9.7,0,0,529.7,131.5,7.4,40.2,0,718.5,,0,,,11.7,0,84,0,0,697.9,20,801.9,,
31/03/2019,30165085638,"Taishin International Bank Co., Ltd",4.2,0,279.4,0,596.8,0,263.6,45.3,0,0,0,0,0,0,308.9,0,0,0,0,35.3,0,29.3,0,0,4.2,0,33.5,,
31/03/2019,36078577250,"Taiwan Business Bank, Ltd",55.2,0,188.9,0,1393,0,1039.2,51.3,0,11.9,28.2,0,15.1,0.1,1145.9,0,0,0,39.7,106.1,0,15.9,0,0,12.5,0,28.5,,
31/03/2019,96139482634,"Taiwan Cooperative Bank, Ltd",2.8,0,292.9,0,958.9,0,583.7,62.4,0,0,0,0,0,0,646.1,0,0,0,0,202.4,0,0.7,0,0,1.5,0,2.2,,
31/03/2019,30087650459,Teachers Mutual Bank Limited,139.2,0,1133,0,7844.1,691.8,0.3,0,0,4839.3,1397.2,70.2,174.4,0,6481.4,0,0,0,333.8,332.3,420,88.9,439.4,45.4,5863.5,5.7,6443,,
31/03/2019,84084066419,The Bank of New York Mellon,16.5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0.1,0,5.1,0,0,0,3.9,0,0,0,0,3.9,,
31/03/2019,34133513827,The Bank of Nova Scotia,1.2,0,573.8,0,3143.7,0,2370.1,0,0,0,0,0,0,0,2370.1,0,0,0,1746.2,1746.2,2749.3,339.6,0,0,0,0,339.6,,
31/03/2019,54087650940,The Capricornian Ltd,14.4,0,36.9,0,342.9,0,0,0,0,287.7,0,0,0,0,287.7,,0,,,0.1,0.6,39.1,22.5,6,244.3,1.9,313.8,,
31/03/2019,65117925970,The Hongkong and Shanghai Banking Corporation Limited,316.9,0,4158.5,3.7,22313.9,0,11459.8,814.2,0,0,0,0,0,50,12324,1264,3.7,0,2969,2969,2848.7,0,563.4,0,0,0,563.4,,
31/03/2019,62126279918,The Northern Trust Company,2152,0,1810.4,0,3420.2,0,0,17.8,0.2,0,0,0,0,0,18,0,0,0,0,0,0,0,6888.9,2341,0,2.1,9232,,
31/03/2019,49103575042,Tyro Payments Limited,38.8,0,36.8,0,147.9,0,16.1,0,0,0,0,0,0,0,16.1,0,0,0,0,0,0,25.3,0,0,0,0.3,25.6,,
31/03/2019,47088129613,UBS AG,682.9,3766.6,768.8,0,18615.2,0,155.6,6202.9,0,0,0,0,0,0,6358.5,144,0,3320.2,86.6,86.6,4362.6,0.4,1231.8,10.2,0,0,1242.4,,
31/03/2019,17135448047,Union Bank of India,12.1,0,76,0,123.8,0,31.2,0,0,0,0,0,0,0,31.2,0,0,0,0,0,0,0.2,13.9,0,0,0,14,,
31/03/2019,56060785284,United Overseas Bank Limited,35.2,0,3393.8,0,10127.7,0,5826.6,749.7,0,0,1.2,0,0,0,6577.4,0,0,1252.9,6749.1,6749.1,900,61.6,921.4,0,2.3,0,985.3,,
31/03/2019,11087650315,Unity Bank Limited,78.3,0,139.2,0,1173.8,145.2,22.7,3.7,1.5,655.5,203.3,7.1,41.2,8.9,943.9,0,0,0,0,0,0,86.9,157.6,9.4,686.3,112.3,1052.5,,
31/03/2019,44087651769,Victoria Teachers Limited,72.4,0,375.6,0,2577,0,7.4,5.1,0,1590.8,398.6,18.4,69.3,0,2089.7,0,0,0,38.6,38.6,0,109.4,101.8,62.5,2009.1,7.6,2290.4,,
31/03/2019,67622375722,volt bank limited,1.4,0,12.4,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0.3,,
31/03/2019,98087651116,Warwick Credit Union Ltd,44.2,0,0,0,304.5,0,45.5,0,0,147.3,55.1,0,8.3,0,256.1,,0,,,0.1,0,102.4,0,0,144.5,29.2,276,,
31/03/2019,48087651787,WAW Credit Union Co-Operative Limited,100.6,0,0.6,0,485,0,32.6,0,0,275,63.9,0,2.9,0.1,374.4,,0,,,0,0,54.5,5.6,30.4,329.8,26.2,446.5,,
31/03/2019,33007457141,Westpac Banking Corporation,10475,13027.1,78573.7,0,852513.1,122064.6,125693.1,25458.2,562.8,223321.2,184884.9,9186.8,24490.9,186.1,593784.2,43079.8,0,12982.8,31195.6,62295.6,147385.6,116449.9,83327.2,10779.7,212460,2780.4,425797.2,,
31/03/2019,94150148299,Woori Bank,30.9,0,29.2,0,394.5,0,350.6,0,0,0,0,0,0,0.6,351.2,0,0,0,0,42.4,0,71.8,0,0,0.5,1.3,73.6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
